sample_index,sampled_at,elapsed_seconds,sample_elapsed_ms,listener_pid,process_name,process_started_at,process_command_line,working_set_bytes,private_bytes,handle_count,thread_count,process_error,national_requested,national_observed_at,national_status,national_latency_ms,national_etag,national_conditional_request,national_conditional_status,national_conditional_304,national_conditional_refresh_200,national_schema_version,national_event_count,national_warning_count,national_storm_count,national_source_health_count,national_radar_frame_count,national_satellite_frame_count,national_product_count,national_city_rank_count,national_error,radar_requested,radar_observed_at,radar_status,radar_latency_ms,radar_etag,radar_conditional_request,radar_conditional_status,radar_conditional_304,radar_conditional_refresh_200,radar_active_storm_id,radar_storm_count,radar_boss_count,radar_warning_count,radar_wind_vector_count,radar_error,request_in_flight_peak,schedule_overrun_ms
0,2026-07-15T07:40:28.027Z,0,1123,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",186433536,203866112,353,47,,true,2026-07-15T07:40:29.086Z,200,52,"""0cb49e0cb73e817e4f604b965dc829884fbe4c25af6bdc043dc9faa3b23bb185""",false,304,true,false,1,1304,1303,0,6,12,12,26,,,true,2026-07-15T07:40:29.146Z,200,3,"""67ca5d439274d179fed5f5bb80164d2a50ebffdd""",false,304,true,false,,0,0,0,,,1,123
