sample_index,sampled_at,elapsed_seconds,sample_elapsed_ms,listener_pid,process_name,process_started_at,process_command_line,working_set_bytes,private_bytes,handle_count,thread_count,process_error,national_requested,national_observed_at,national_status,national_latency_ms,national_etag,national_conditional_request,national_conditional_status,national_conditional_304,national_conditional_refresh_200,national_schema_version,national_event_count,national_warning_count,national_storm_count,national_source_health_count,national_radar_frame_count,national_satellite_frame_count,national_product_count,national_city_rank_count,national_error,radar_requested,radar_observed_at,radar_status,radar_latency_ms,radar_etag,radar_conditional_request,radar_conditional_status,radar_conditional_304,radar_conditional_refresh_200,radar_active_storm_id,radar_storm_count,radar_boss_count,radar_warning_count,radar_wind_vector_count,radar_error,request_in_flight_peak,schedule_overrun_ms
0,2026-07-15T07:39:56.732Z,0,1132,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",185815040,193646592,352,45,,true,2026-07-15T07:39:57.802Z,200,52,"""07b1a654143e7c267efedf0be4d35180ecb96e74f9dce66f5922d39d54ed2fdb""",false,304,true,false,1,1304,1303,0,6,12,12,26,,,true,2026-07-15T07:39:57.860Z,200,4,"""67ca5d439274d179fed5f5bb80164d2a50ebffdd""",false,200,false,true,,0,0,0,,,1,0
1,2026-07-15T07:40:06.745Z,10,1025,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",185999360,203403264,352,45,,false,2026-07-15T07:39:57.802Z,200,52,"""07b1a654143e7c267efedf0be4d35180ecb96e74f9dce66f5922d39d54ed2fdb""",false,304,true,false,1,1304,1303,0,6,12,12,26,,,true,2026-07-15T07:40:07.767Z,304,3,"""67ca5d439274d179fed5f5bb80164d2a50ebffdd""",true,304,true,false,,0,0,0,,,1,0
2,2026-07-15T07:40:16.735Z,20,1010,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",186277888,203792384,353,45,,false,2026-07-15T07:39:57.802Z,200,52,"""07b1a654143e7c267efedf0be4d35180ecb96e74f9dce66f5922d39d54ed2fdb""",false,304,true,false,1,1304,1303,0,6,12,12,26,,,true,2026-07-15T07:40:17.743Z,304,2,"""67ca5d439274d179fed5f5bb80164d2a50ebffdd""",true,304,true,false,,0,0,0,,,1,0
3,2026-07-15T07:40:26.730Z,30,1033,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",186433536,203866112,352,47,,false,2026-07-15T07:39:57.802Z,200,52,"""07b1a654143e7c267efedf0be4d35180ecb96e74f9dce66f5922d39d54ed2fdb""",false,304,true,false,1,1304,1303,0,6,12,12,26,,,true,2026-07-15T07:40:27.761Z,304,2,"""67ca5d439274d179fed5f5bb80164d2a50ebffdd""",true,304,true,false,,0,0,0,,,1,0
4,2026-07-15T07:40:36.738Z,40,1077,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",193155072,203853824,352,47,,false,2026-07-15T07:39:57.802Z,200,52,"""07b1a654143e7c267efedf0be4d35180ecb96e74f9dce66f5922d39d54ed2fdb""",false,304,true,false,1,1304,1303,0,6,12,12,26,,,true,2026-07-15T07:40:37.812Z,304,2,"""67ca5d439274d179fed5f5bb80164d2a50ebffdd""",true,304,true,false,,0,0,0,,,1,0
5,2026-07-15T07:40:46.743Z,50,1029,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",193155072,203853824,352,47,,false,2026-07-15T07:39:57.802Z,200,52,"""07b1a654143e7c267efedf0be4d35180ecb96e74f9dce66f5922d39d54ed2fdb""",false,304,true,false,1,1304,1303,0,6,12,12,26,,,true,2026-07-15T07:40:47.769Z,304,2,"""67ca5d439274d179fed5f5bb80164d2a50ebffdd""",true,304,true,false,,0,0,0,,,1,0
6,2026-07-15T07:40:56.735Z,60,1039,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",193155072,203853824,352,47,,false,2026-07-15T07:39:57.802Z,200,52,"""07b1a654143e7c267efedf0be4d35180ecb96e74f9dce66f5922d39d54ed2fdb""",false,304,true,false,1,1304,1303,0,6,12,12,26,,,true,2026-07-15T07:40:57.772Z,304,2,"""67ca5d439274d179fed5f5bb80164d2a50ebffdd""",true,304,true,false,,0,0,0,,,1,0
7,2026-07-15T07:41:06.732Z,70,1037,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",193155072,203853824,352,47,,false,2026-07-15T07:39:57.802Z,200,52,"""07b1a654143e7c267efedf0be4d35180ecb96e74f9dce66f5922d39d54ed2fdb""",false,304,true,false,1,1304,1303,0,6,12,12,26,,,true,2026-07-15T07:41:07.767Z,304,2,"""67ca5d439274d179fed5f5bb80164d2a50ebffdd""",true,304,true,false,,0,0,0,,,1,0
8,2026-07-15T07:41:16.735Z,80,1094,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",193155072,203853824,353,47,,false,2026-07-15T07:39:57.802Z,200,52,"""07b1a654143e7c267efedf0be4d35180ecb96e74f9dce66f5922d39d54ed2fdb""",false,304,true,false,1,1304,1303,0,6,12,12,26,,,true,2026-07-15T07:41:17.827Z,304,2,"""67ca5d439274d179fed5f5bb80164d2a50ebffdd""",true,304,true,false,,0,0,0,,,1,0
9,2026-07-15T07:41:26.742Z,90,1036,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",193155072,203853824,352,47,,false,2026-07-15T07:39:57.802Z,200,52,"""07b1a654143e7c267efedf0be4d35180ecb96e74f9dce66f5922d39d54ed2fdb""",false,304,true,false,1,1304,1303,0,6,12,12,26,,,true,2026-07-15T07:41:27.776Z,304,2,"""67ca5d439274d179fed5f5bb80164d2a50ebffdd""",true,304,true,false,,0,0,0,,,1,0
10,2026-07-15T07:41:36.745Z,100,1023,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",193163264,203853824,352,47,,false,2026-07-15T07:39:57.802Z,200,52,"""07b1a654143e7c267efedf0be4d35180ecb96e74f9dce66f5922d39d54ed2fdb""",false,304,true,false,1,1304,1303,0,6,12,12,26,,,true,2026-07-15T07:41:37.765Z,304,2,"""67ca5d439274d179fed5f5bb80164d2a50ebffdd""",true,304,true,false,,0,0,0,,,1,0
11,2026-07-15T07:41:46.740Z,110,1065,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",197709824,208437248,354,47,,false,2026-07-15T07:39:57.802Z,200,52,"""07b1a654143e7c267efedf0be4d35180ecb96e74f9dce66f5922d39d54ed2fdb""",false,304,true,false,1,1304,1303,0,6,12,12,26,,,true,2026-07-15T07:41:47.803Z,304,2,"""67ca5d439274d179fed5f5bb80164d2a50ebffdd""",true,304,true,false,,0,0,0,,,1,0
12,2026-07-15T07:41:56.743Z,120,1116,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",197709824,208437248,352,47,,false,2026-07-15T07:39:57.802Z,200,52,"""07b1a654143e7c267efedf0be4d35180ecb96e74f9dce66f5922d39d54ed2fdb""",false,304,true,false,1,1304,1303,0,6,12,12,26,,,true,2026-07-15T07:41:57.857Z,304,2,"""67ca5d439274d179fed5f5bb80164d2a50ebffdd""",true,304,true,false,,0,0,0,,,1,0
13,2026-07-15T07:42:06.737Z,130,1033,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",197685248,208363520,353,45,,false,2026-07-15T07:39:57.802Z,200,52,"""07b1a654143e7c267efedf0be4d35180ecb96e74f9dce66f5922d39d54ed2fdb""",false,304,true,false,1,1304,1303,0,6,12,12,26,,,true,2026-07-15T07:42:07.767Z,304,2,"""67ca5d439274d179fed5f5bb80164d2a50ebffdd""",true,304,true,false,,0,0,0,,,1,0
14,2026-07-15T07:42:16.740Z,140,1051,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",197750784,208449536,353,45,,false,2026-07-15T07:39:57.802Z,200,52,"""07b1a654143e7c267efedf0be4d35180ecb96e74f9dce66f5922d39d54ed2fdb""",false,304,true,false,1,1304,1303,0,6,12,12,26,,,true,2026-07-15T07:42:17.790Z,304,2,"""67ca5d439274d179fed5f5bb80164d2a50ebffdd""",true,304,true,false,,0,0,0,,,1,0
15,2026-07-15T07:42:26.748Z,150,1049,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",197750784,208449536,353,45,,false,2026-07-15T07:39:57.802Z,200,52,"""07b1a654143e7c267efedf0be4d35180ecb96e74f9dce66f5922d39d54ed2fdb""",false,304,true,false,1,1304,1303,0,6,12,12,26,,,true,2026-07-15T07:42:27.795Z,304,2,"""67ca5d439274d179fed5f5bb80164d2a50ebffdd""",true,304,true,false,,0,0,0,,,1,0
16,2026-07-15T07:42:36.737Z,160,1063,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",197914624,208642048,352,45,,false,2026-07-15T07:39:57.802Z,200,52,"""07b1a654143e7c267efedf0be4d35180ecb96e74f9dce66f5922d39d54ed2fdb""",false,304,true,false,1,1304,1303,0,6,12,12,26,,,true,2026-07-15T07:42:37.799Z,304,2,"""67ca5d439274d179fed5f5bb80164d2a50ebffdd""",true,304,true,false,,0,0,0,,,1,0
17,2026-07-15T07:42:46.734Z,170,1050,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",197914624,208642048,353,45,,false,2026-07-15T07:39:57.802Z,200,52,"""07b1a654143e7c267efedf0be4d35180ecb96e74f9dce66f5922d39d54ed2fdb""",false,304,true,false,1,1304,1303,0,6,12,12,26,,,true,2026-07-15T07:42:47.782Z,304,2,"""67ca5d439274d179fed5f5bb80164d2a50ebffdd""",true,304,true,false,,0,0,0,,,1,0
18,2026-07-15T07:42:56.742Z,180,1028,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",197926912,208764928,353,45,,false,2026-07-15T07:39:57.802Z,200,52,"""07b1a654143e7c267efedf0be4d35180ecb96e74f9dce66f5922d39d54ed2fdb""",false,304,true,false,1,1304,1303,0,6,12,12,26,,,true,2026-07-15T07:42:57.767Z,304,2,"""67ca5d439274d179fed5f5bb80164d2a50ebffdd""",true,304,true,false,,0,0,0,,,1,0
19,2026-07-15T07:43:06.746Z,190,1050,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",197926912,208764928,352,45,,false,2026-07-15T07:39:57.802Z,200,52,"""07b1a654143e7c267efedf0be4d35180ecb96e74f9dce66f5922d39d54ed2fdb""",false,304,true,false,1,1304,1303,0,6,12,12,26,,,true,2026-07-15T07:43:07.794Z,304,2,"""67ca5d439274d179fed5f5bb80164d2a50ebffdd""",true,304,true,false,,0,0,0,,,1,0
20,2026-07-15T07:43:16.738Z,200,1061,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",196517888,207470592,353,45,,false,2026-07-15T07:39:57.802Z,200,52,"""07b1a654143e7c267efedf0be4d35180ecb96e74f9dce66f5922d39d54ed2fdb""",false,304,true,false,1,1304,1303,0,6,12,12,26,,,true,2026-07-15T07:43:17.797Z,304,2,"""67ca5d439274d179fed5f5bb80164d2a50ebffdd""",true,304,true,false,,0,0,0,,,1,0
21,2026-07-15T07:43:26.745Z,210,1020,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",196530176,207470592,352,45,,false,2026-07-15T07:39:57.802Z,200,52,"""07b1a654143e7c267efedf0be4d35180ecb96e74f9dce66f5922d39d54ed2fdb""",false,304,true,false,1,1304,1303,0,6,12,12,26,,,true,2026-07-15T07:43:27.763Z,304,2,"""67ca5d439274d179fed5f5bb80164d2a50ebffdd""",true,304,true,false,,0,0,0,,,1,0
22,2026-07-15T07:43:36.736Z,220,1037,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",196530176,207470592,353,45,,false,2026-07-15T07:39:57.802Z,200,52,"""07b1a654143e7c267efedf0be4d35180ecb96e74f9dce66f5922d39d54ed2fdb""",false,304,true,false,1,1304,1303,0,6,12,12,26,,,true,2026-07-15T07:43:37.771Z,304,2,"""67ca5d439274d179fed5f5bb80164d2a50ebffdd""",true,304,true,false,,0,0,0,,,1,0
23,2026-07-15T07:43:46.746Z,230,1023,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",196530176,207470592,353,45,,false,2026-07-15T07:39:57.802Z,200,52,"""07b1a654143e7c267efedf0be4d35180ecb96e74f9dce66f5922d39d54ed2fdb""",false,304,true,false,1,1304,1303,0,6,12,12,26,,,true,2026-07-15T07:43:47.767Z,304,2,"""67ca5d439274d179fed5f5bb80164d2a50ebffdd""",true,304,true,false,,0,0,0,,,1,0
24,2026-07-15T07:43:56.732Z,240,1035,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",196530176,207470592,352,45,,false,2026-07-15T07:39:57.802Z,200,52,"""07b1a654143e7c267efedf0be4d35180ecb96e74f9dce66f5922d39d54ed2fdb""",false,304,true,false,1,1304,1303,0,6,12,12,26,,,true,2026-07-15T07:43:57.765Z,304,2,"""67ca5d439274d179fed5f5bb80164d2a50ebffdd""",true,304,true,false,,0,0,0,,,1,0
25,2026-07-15T07:44:06.734Z,250,984,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",196530176,207470592,353,45,,false,2026-07-15T07:39:57.802Z,200,52,"""07b1a654143e7c267efedf0be4d35180ecb96e74f9dce66f5922d39d54ed2fdb""",false,304,true,false,1,1304,1303,0,6,12,12,26,,,true,2026-07-15T07:44:07.715Z,200,3,"""e48761305842afb004353951859608e98e59f655""",true,304,true,true,,0,0,0,,,1,0
26,2026-07-15T07:44:16.734Z,260,1065,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",203124736,213766144,364,45,,false,2026-07-15T07:39:57.802Z,200,52,"""07b1a654143e7c267efedf0be4d35180ecb96e74f9dce66f5922d39d54ed2fdb""",false,304,true,false,1,1304,1303,0,6,12,12,26,,,true,2026-07-15T07:44:17.797Z,304,2,"""e48761305842afb004353951859608e98e59f655""",true,304,true,false,,0,0,0,,,1,0
27,2026-07-15T07:44:26.735Z,270,1065,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",203640832,213811200,352,45,,false,2026-07-15T07:39:57.802Z,200,52,"""07b1a654143e7c267efedf0be4d35180ecb96e74f9dce66f5922d39d54ed2fdb""",false,304,true,false,1,1304,1303,0,6,12,12,26,,,true,2026-07-15T07:44:27.797Z,304,2,"""e48761305842afb004353951859608e98e59f655""",true,304,true,false,,0,0,0,,,1,0
28,2026-07-15T07:44:36.745Z,280,1001,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",203640832,213811200,353,45,,false,2026-07-15T07:39:57.802Z,200,52,"""07b1a654143e7c267efedf0be4d35180ecb96e74f9dce66f5922d39d54ed2fdb""",false,304,true,false,1,1304,1303,0,6,12,12,26,,,true,2026-07-15T07:44:37.744Z,304,2,"""e48761305842afb004353951859608e98e59f655""",true,304,true,false,,0,0,0,,,1,0
29,2026-07-15T07:44:46.739Z,290,1059,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",203640832,213811200,352,45,,false,2026-07-15T07:39:57.802Z,200,52,"""07b1a654143e7c267efedf0be4d35180ecb96e74f9dce66f5922d39d54ed2fdb""",false,304,true,false,1,1304,1303,0,6,12,12,26,,,true,2026-07-15T07:44:47.796Z,304,2,"""e48761305842afb004353951859608e98e59f655""",true,304,true,false,,0,0,0,,,1,0
30,2026-07-15T07:44:56.746Z,300,1060,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",203640832,213811200,353,45,,true,2026-07-15T07:44:57.763Z,200,34,"""4cefbcc96287e0613562934e08cb885d09f86bc5da4590e6dc1f6059760f18e1""",true,304,true,true,1,1309,1308,0,6,12,12,26,,,true,2026-07-15T07:44:57.802Z,304,3,"""e48761305842afb004353951859608e98e59f655""",true,304,true,false,,0,0,0,,,1,0
31,2026-07-15T07:45:06.743Z,310,1052,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",197668864,208695296,352,45,,false,2026-07-15T07:44:57.763Z,200,34,"""4cefbcc96287e0613562934e08cb885d09f86bc5da4590e6dc1f6059760f18e1""",true,304,true,true,1,1309,1308,0,6,12,12,26,,,true,2026-07-15T07:45:07.792Z,304,3,"""e48761305842afb004353951859608e98e59f655""",true,304,true,false,,0,0,0,,,1,0
32,2026-07-15T07:45:16.733Z,320,1061,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",197701632,208756736,354,45,,false,2026-07-15T07:44:57.763Z,200,34,"""4cefbcc96287e0613562934e08cb885d09f86bc5da4590e6dc1f6059760f18e1""",true,304,true,true,1,1309,1308,0,6,12,12,26,,,true,2026-07-15T07:45:17.791Z,304,2,"""e48761305842afb004353951859608e98e59f655""",true,304,true,false,,0,0,0,,,1,0
33,2026-07-15T07:45:26.746Z,330,1113,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",209248256,218185728,362,47,,false,2026-07-15T07:44:57.763Z,200,34,"""4cefbcc96287e0613562934e08cb885d09f86bc5da4590e6dc1f6059760f18e1""",true,304,true,true,1,1309,1308,0,6,12,12,26,,,true,2026-07-15T07:45:27.857Z,304,2,"""e48761305842afb004353951859608e98e59f655""",true,304,true,false,,0,0,0,,,1,0
34,2026-07-15T07:45:36.733Z,340,1175,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",681627648,700252160,360,49,,false,2026-07-15T07:44:57.763Z,200,34,"""4cefbcc96287e0613562934e08cb885d09f86bc5da4590e6dc1f6059760f18e1""",true,304,true,true,1,1309,1308,0,6,12,12,26,,,true,2026-07-15T07:45:37.906Z,304,2,"""e48761305842afb004353951859608e98e59f655""",true,304,true,false,,0,0,0,,,1,0
35,2026-07-15T07:45:46.743Z,350,1214,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",681701376,700313600,356,49,,false,2026-07-15T07:44:57.763Z,200,34,"""4cefbcc96287e0613562934e08cb885d09f86bc5da4590e6dc1f6059760f18e1""",true,304,true,true,1,1309,1308,0,6,12,12,26,,,true,2026-07-15T07:45:47.955Z,304,2,"""e48761305842afb004353951859608e98e59f655""",true,304,true,false,,0,0,0,,,1,0
36,2026-07-15T07:45:56.747Z,360,1130,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",681672704,700239872,354,47,,false,2026-07-15T07:44:57.763Z,200,34,"""4cefbcc96287e0613562934e08cb885d09f86bc5da4590e6dc1f6059760f18e1""",true,304,true,true,1,1309,1308,0,6,12,12,26,,,true,2026-07-15T07:45:57.875Z,304,2,"""e48761305842afb004353951859608e98e59f655""",true,304,true,false,,0,0,0,,,1,0
37,2026-07-15T07:46:06.747Z,370,1152,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",681742336,700239872,353,47,,false,2026-07-15T07:44:57.763Z,200,34,"""4cefbcc96287e0613562934e08cb885d09f86bc5da4590e6dc1f6059760f18e1""",true,304,true,true,1,1309,1308,0,6,12,12,26,,,true,2026-07-15T07:46:07.897Z,304,2,"""e48761305842afb004353951859608e98e59f655""",true,304,true,false,,0,0,0,,,1,0
38,2026-07-15T07:46:16.736Z,380,1124,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",681766912,700239872,355,47,,false,2026-07-15T07:44:57.763Z,200,34,"""4cefbcc96287e0613562934e08cb885d09f86bc5da4590e6dc1f6059760f18e1""",true,304,true,true,1,1309,1308,0,6,12,12,26,,,true,2026-07-15T07:46:17.859Z,304,2,"""e48761305842afb004353951859608e98e59f655""",true,304,true,false,,0,0,0,,,1,0
39,2026-07-15T07:46:26.741Z,390,1135,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",704290816,723963904,358,47,,false,2026-07-15T07:44:57.763Z,200,34,"""4cefbcc96287e0613562934e08cb885d09f86bc5da4590e6dc1f6059760f18e1""",true,304,true,true,1,1309,1308,0,6,12,12,26,,,true,2026-07-15T07:46:27.873Z,304,2,"""e48761305842afb004353951859608e98e59f655""",true,304,true,false,,0,0,0,,,1,0
40,2026-07-15T07:46:36.738Z,400,1147,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",720261120,738557952,355,45,,false,2026-07-15T07:44:57.763Z,200,34,"""4cefbcc96287e0613562934e08cb885d09f86bc5da4590e6dc1f6059760f18e1""",true,304,true,true,1,1309,1308,0,6,12,12,26,,,true,2026-07-15T07:46:37.883Z,304,2,"""e48761305842afb004353951859608e98e59f655""",true,304,true,false,,0,0,0,,,1,0
41,2026-07-15T07:46:46.740Z,410,1151,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",730628096,748871680,356,45,,false,2026-07-15T07:44:57.763Z,200,34,"""4cefbcc96287e0613562934e08cb885d09f86bc5da4590e6dc1f6059760f18e1""",true,304,true,true,1,1309,1308,0,6,12,12,26,,,true,2026-07-15T07:46:47.889Z,304,2,"""e48761305842afb004353951859608e98e59f655""",true,304,true,false,,0,0,0,,,1,0
42,2026-07-15T07:46:56.744Z,420,1126,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",730632192,748871680,355,45,,false,2026-07-15T07:44:57.763Z,200,34,"""4cefbcc96287e0613562934e08cb885d09f86bc5da4590e6dc1f6059760f18e1""",true,304,true,true,1,1309,1308,0,6,12,12,26,,,true,2026-07-15T07:46:57.867Z,304,2,"""e48761305842afb004353951859608e98e59f655""",true,304,true,false,,0,0,0,,,1,0
43,2026-07-15T07:47:06.741Z,430,1144,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",737648640,755929088,354,45,,false,2026-07-15T07:44:57.763Z,200,34,"""4cefbcc96287e0613562934e08cb885d09f86bc5da4590e6dc1f6059760f18e1""",true,304,true,true,1,1309,1308,0,6,12,12,26,,,true,2026-07-15T07:47:07.883Z,304,2,"""e48761305842afb004353951859608e98e59f655""",true,304,true,false,,0,0,0,,,1,0
44,2026-07-15T07:47:16.745Z,440,1104,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",739688448,758001664,355,45,,false,2026-07-15T07:44:57.763Z,200,34,"""4cefbcc96287e0613562934e08cb885d09f86bc5da4590e6dc1f6059760f18e1""",true,304,true,true,1,1309,1308,0,6,12,12,26,,,true,2026-07-15T07:47:17.847Z,304,2,"""e48761305842afb004353951859608e98e59f655""",true,304,true,false,,0,0,0,,,1,0
45,2026-07-15T07:47:26.740Z,450,1212,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",490135552,498499584,379,64,,false,2026-07-15T07:44:57.763Z,200,34,"""4cefbcc96287e0613562934e08cb885d09f86bc5da4590e6dc1f6059760f18e1""",true,304,true,true,1,1309,1308,0,6,12,12,26,,,true,2026-07-15T07:47:27.951Z,304,2,"""e48761305842afb004353951859608e98e59f655""",true,304,true,false,,0,0,0,,,1,0
46,2026-07-15T07:47:36.741Z,460,1039,38804,node,2026-07-15T07:35:23.1982211Z,"""node""   ""D:\typhoon boss radar\node_modules\.bin\\..\next\dist\bin\next"" start -H 127.0.0.1 -p 3038",489783296,497868800,357,47,,false,2026-07-15T07:44:57.763Z,200,34,"""4cefbcc96287e0613562934e08cb885d09f86bc5da4590e6dc1f6059760f18e1""",true,304,true,true,1,1309,1308,0,6,12,12,26,,,true,2026-07-15T07:47:37.779Z,304,2,"""e48761305842afb004353951859608e98e59f655""",true,304,true,false,,0,0,0,,,1,0
